gene_id,Stat3null_ESC_2iLIF_1,Stat3null_ESC_2iLIF_2,Stat3null_EpiSC_2,Stat3null_EpiSC_6,WT_ESC_2iLIF_1,WT_ESC_2iLIF_2,WT_ESC_2i_1,WT_ESC_2i_2,WT_EpiSC_13,WT_EpiSC_8
ENSMUSG00000051951.5|Xkr4,44,32,518,961,4,5,52,33,1384,1023
ENSMUSG00000032495.8|Lrrc2,262,375,45,137,3181,3709,377,494,199,151
ENSMUSG00000106234.1|Gm43535,2,2,2,2,1,2,2,5,7,5
ENSMUSG00000066319.6|Rtp3,0,1,0,0,24,36,0,0,9,0
ENSMUSG00000102060.1|1700061E17Rik,0,0,0,0,17,0,0,0,0,0
ENSMUSG00000057802.8|Gm10030,30,18,0,12,42,43,32,16,9,9
ENSMUSG00000097529.1|Rp31-ps19,12,0,0,0,0,0,5,0,0,0
ENSMUSG00000032497.15|Lrrfip2,2854,2524,1206,1711,4362,4123,2570,2687,2321,2002
ENSMUSG00000032498.9|Mlh1,1759,1925,3136,4802,2112,2542,1886,1677,6265,4867
ENSMUSG00000089082.1|Gm24860,0,0,6,8,0,0,0,0,26,7
ENSMUSG00000046785.8|Epm2aip1,966,1186,6589,7932,1483,1579,1336,1428,12774,9366
ENSMUSG00000062296.8|Trank1,101,83,309,446,231,211,55,39,513,300
ENSMUSG00000032500.10|Dclk3,6,0,3,0,20,38,28,24,5,0
ENSMUSG00000032503.17|Arpp21,6,7,23,69,20,4,4,4,94,112
ENSMUSG00000065441.2|Mir128-2,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089718.1|2310075C17Rik,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000087038.9|2900079G21Rik,0,0,0,5,0,0,0,0,0,0
ENSMUSG00000032504.15|Pdcd6ip,8128,8847,8615,13444,10151,9813,9049,9501,19916,14905
ENSMUSG00000087992.1|Gm25059,0,0,2,2,0,0,0,0,4,1
ENSMUSG00000033392.15|Clasp2,3073,3701,6950,9601,5186,5466,2957,3046,14345,10287
ENSMUSG00000009741.14|Ubp1,7388,8474,6159,9164,6650,7177,7342,5549,13170,10070
ENSMUSG00000032507.15|Fbxl2,221,197,112,295,593,591,202,206,207,518
ENSMUSG00000086596.1|Susd5,58,66,82,143,169,264,48,31,106,197
ENSMUSG00000074039.10|4930520O04Rik,39,42,54,84,63,113,66,22,133,89
ENSMUSG00000032431.6|Crtap,3912,4379,522,848,7890,7159,4797,5437,992,919
ENSMUSG00000045594.9|Glb1,2640,2456,1123,1320,9391,8724,2276,2550,1727,1744
ENSMUSG00000079260.2|Tmppe,1554,1782,1433,2253,1487,1948,1239,1463,2886,1902
ENSMUSG00000047898.6|Ccr4,77,31,89,84,93,65,32,30,354,136
ENSMUSG00000079259.2|Trim71,13123,12290,46077,71096,11137,13360,11847,13109,102754,76044
ENSMUSG00000097821.1|C130032M10Rik,15,3,45,58,3,5,2,2,107,59
ENSMUSG00000056167.6|Cnot10,6661,6361,3630,5143,8491,8202,6347,5881,7444,5651
ENSMUSG00000087925.1|Gm23232,4,0,0,0,0,0,2,0,2,0
ENSMUSG00000032435.8|Dync1li1,5592,5952,3623,9073,7640,8110,4857,6146,7994,8526
ENSMUSG00000032434.8|Cmtm6,3740,4108,2675,4080,5499,6127,4465,5062,5381,4599
ENSMUSG00000032436.16|Cmtm7,1512,1158,240,500,5275,4993,2020,2468,488,591
ENSMUSG00000052724.7|Gm9888,12,6,21,22,42,28,0,4,51,47
ENSMUSG00000084638.1|Gm23889,0,0,5,6,0,0,0,0,6,2
ENSMUSG00000041012.3|Cmtm8,59,60,770,976,31,53,92,117,1082,1098
ENSMUSG00000050627.13|Gpd1l,1460,1563,1820,3473,2209,2110,1524,1427,3454,3370
ENSMUSG00000040875.12|Osbpl10,433,361,169,567,2774,2426,744,865,363,475
ENSMUSG00000098127.1|Gm4665,0,0,5,6,0,0,0,0,0,1
ENSMUSG00000098191.1|Gm26962,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000050621.6|Rps27rt,2617,3330,4033,3394,1936,3865,3679,4791,5040,2762
ENSMUSG00000097967.1|Gm27002,12,8,17,17,75,20,14,5,4,15
ENSMUSG00000032437.9|Stt3b,9192,10282,12466,19868,9655,10147,9301,10895,25317,20831
ENSMUSG00000074034.1|Gm5921,936,1095,192,144,1622,990,1130,1603,236,1774
ENSMUSG00000056880.12|Gadl1,70,76,0,3,78,83,91,135,4,5
ENSMUSG00000087469.1|Gm16142,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080848.3|Gm9385,1988,1772,122,133,2156,1693,2677,3323,149,172
ENSMUSG00000032440.12|Tgfbr2,198,166,164,206,92,119,243,279,513,337
ENSMUSG00000039607.15|Rbms3,28,27,60,88,0,20,43,48,729,162
ENSMUSG00000092184.1|Gm18489,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000092516.1|Gm20397,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079669.2|Gm17396,0,0,0,9,17,0,0,0,19,4
ENSMUSG00000092504.1|Gm20396,0,0,0,4,0,0,0,0,0,0
ENSMUSG00000097240.1|Gm26614,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032443.15|Zcwpw2,10,0,4,7,4,9,8,14,1,5
ENSMUSG00000094677.1|Gm22008,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039285.12|Azi2,1876,2401,2480,3883,1616,1724,2174,2202,5243,4172
ENSMUSG00000039163.9|Cmc1,604,598,375,525,740,695,431,453,753,569
ENSMUSG00000103968.1|2610509F24Rik,109,157,127,129,111,123,191,120,202,241
ENSMUSG00000098161.1|Platr11,82,130,79,165,126,123,169,114,175,167
ENSMUSG00000032446.14|Eomes,573,670,5622,10951,1142,1121,1387,1401,9086,15244
ENSMUSG00000038708.9|Golga4,6672,8272,3916,5720,8084,9765,8619,7103,8262,6354
ENSMUSG00000039115.13|Itga9,846,845,628,1149,1251,1167,669,810,1523,1410
ENSMUSG00000086119.2|Gm2415,0,15,15,32,46,25,14,12,74,49
ENSMUSG00000087041.1|Gm16295,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047409.13|Ctdspl,313,176,697,959,476,286,464,480,1325,975
ENSMUSG00000065513.1|Mir26a-1,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000066270.3|Gm10157,103,83,49,46,189,173,68,119,79,63
ENSMUSG00000038775.14|Vill,578,424,13,26,2136,2220,861,734,66,71
ENSMUSG00000010660.2|Plcd1,573,412,244,382,1607,1638,830,983,707,486
ENSMUSG00000038060.15|Dlec1,16,67,103,122,56,72,50,0,123,116
ENSMUSG00000074029.2|Gm10608,0,0,4,0,0,0,0,0,0,0
ENSMUSG00000070280.13|Slc22a14,0,0,0,0,0,0,0,0,0,7
ENSMUSG00000036737.12|Oxsr1,8258,9851,4721,6668,8000,8021,9359,9521,10125,7394
ENSMUSG00000088713.1|Gm22729,0,2,5,2,0,0,0,0,6,3
ENSMUSG00000032508.8|Myd88,516,475,94,147,942,1017,731,687,178,163
ENSMUSG00000036138.16|Acaa1a,3809,3539,466,789,3028,3186,5121,4803,1112,790
ENSMUSG00000010651.4|Acaa1b,132,92,18,31,141,216,241,176,29,55
ENSMUSG00000074028.3|Slc22a13,8,5,0,4,11,5,0,9,15,0
ENSMUSG00000092212.3|Slc22a13b-ps,70,36,16,23,42,34,19,20,73,24
ENSMUSG00000035769.8|Xylb,968,1308,182,320,704,1058,1214,956,447,333
ENSMUSG00000061393.13|Acvr2b,792,1171,2884,4012,437,680,979,1076,5239,4267
ENSMUSG00000097504.1|4930516B21Rik,317,391,1272,1882,121,268,444,505,2290,1832
ENSMUSG00000042787.13|Exog,907,1158,944,1554,1158,1447,742,577,2022,1472
ENSMUSG00000032511.17|Scn5a,230,252,225,407,72,19,348,309,350,230
ENSMUSG00000034533.9|Scn10a,0,0,10,0,4,7,0,12,4,0
ENSMUSG00000052336.6|Cx3cr1,5,0,0,1,4,4,4,0,1,0
ENSMUSG00000032514.11|Ttc21a,50,78,123,165,102,137,75,39,150,238
ENSMUSG00000032512.6|Wdr48,3128,3639,3470,4965,3499,3803,3540,3473,7265,5597
ENSMUSG00000032513.7|Gorasp1,1955,1566,786,1251,2564,2134,1523,1606,1506,1290
ENSMUSG00000032515.7|Csrnp1,3113,1743,3294,3474,3719,3914,2753,2843,5500,5083
ENSMUSG00000079243.2|Xirp1,9,4,8,10,30,15,20,0,1,6
ENSMUSG00000032519.11|Slc25a38,2543,2036,1028,1511,2150,1766,2115,1673,1907,1313
ENSMUSG00000032518.5|Rpsa,168234,138190,65133,98918,186909,173560,152580,164639,136876,108297
ENSMUSG00000065041.1|Gm24044,130,87,244,292,70,44,83,75,405,326
ENSMUSG00000064380.1|Gm26448,54,18,949,784,16,17,11,13,1484,1083
ENSMUSG00000064925.1|Snora62,16,13,15,18,16,10,2,1,20,22
ENSMUSG00000032517.15|Mobp,616,724,8,17,662,689,1886,1301,0,0
ENSMUSG00000083772.1|Gm15566,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082356.1|Gm15565,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041794.12|Myrip,77,116,33,42,47,122,126,123,33,22
ENSMUSG00000006941.4|Eif1b,1759,1373,2105,3137,3409,2808,1220,1298,4081,3224
ENSMUSG00000041608.7|Entpd3,20,0,10,3,101,57,12,19,28,9
ENSMUSG00000025794.8|Rpl14,72143,60311,21405,29631,61579,56715,67514,65863,38495,31329
ENSMUSG00000052658.4|5830454E08Rik,20,6,9,32,14,4,8,0,47,37
ENSMUSG00000086365.1|4930593C16Rik,0,0,0,0,0,0,0,7,0,0
ENSMUSG00000006932.16|Ctnnb1,47097,51152,49090,78459,40655,42339,49662,53294,100778,86026
ENSMUSG00000040936.14|Ulk4,97,59,1768,408,211,264,126,94,1886,1706
ENSMUSG00000084706.1|Gm22987,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091336.1|Gm17157,0,0,1,0,0,0,0,0,0,3
ENSMUSG00000106193.1|Mir7090,1,0,2,1,2,0,0,0,5,2
ENSMUSG00000032536.9|Trak1,2832,3181,3635,5543,3605,3653,3713,4178,6324,5626
ENSMUSG00000032530.13|Lyzl4,12,4,0,0,0,0,0,0,0,0
ENSMUSG00000084995.7|Lyzl4os,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032528.4|Vipr1,11,16,20,73,8,14,3,33,58,21
ENSMUSG00000061536.12|Sec22c,892,879,759,979,1106,1455,999,1186,1592,1274
ENSMUSG00000032526.10|Deb1,323,329,474,648,462,380,436,374,829,661
ENSMUSG00000032525.14|Nktr,3641,4191,6926,10151,3597,4162,4140,2955,18019,10789
ENSMUSG00000097820.2|E530011L22Rik,70,56,107,185,23,4,61,24,247,158
ENSMUSG00000013419.6|Zfp651,629,625,1244,1878,448,393,883,721,2196,1607
ENSMUSG00000074001.2|Klhl40,8,19,0,17,32,20,0,7,33,31
ENSMUSG00000032523.10|Hhatl,2,0,9,10,12,0,0,0,8,24
ENSMUSG00000079235.10|Ccdc13,43,55,4,13,206,166,60,58,7,20
ENSMUSG00000092042.1|Gm17163,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038412.7|Higd1a,2599,2146,1676,2918,2513,2561,3473,3436,3004,2970
ENSMUSG00000044534.7|Ackr2,0,0,21,20,0,11,0,0,21,6
ENSMUSG00000043773.4|1700048O20Rik,11,34,240,209,46,54,21,0,723,295
ENSMUSG00000038233.8|Fam198a,4,0,23,23,0,0,0,0,62,41
ENSMUSG00000066235.6|Pomgnt2,502,610,672,970,460,401,741,759,1232,1115
ENSMUSG00000038145.16|Snrk,403,920,922,1558,854,1399,825,946,1898,1468
ENSMUSG00000098922.1|Mir8106,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000037949.7|Ano10,513,231,2485,3196,173,155,499,493,5155,4435
ENSMUSG00000032540.15|Abhd5,916,901,1442,1817,482,308,971,991,3026,2207
ENSMUSG00000093598.1|A730085K08Rik,0,0,0,7,0,0,0,0,15,0
ENSMUSG00000097736.7|9530059O14Rik,9,12,8,35,9,8,8,2,50,24
ENSMUSG00000065414.1|Mir138-1,0,0,0,2,0,0,1,0,0,0
ENSMUSG00000094985.1|Topaz1,35,20,0,0,86,13,20,11,4,4
ENSMUSG00000046603.15|Tcaim,240,424,339,587,365,444,247,209,644,488
ENSMUSG00000088086.1|Gm25341,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107504.3|Gm35549,0,0,0,7,0,9,6,0,6,0
ENSMUSG00000047036.7|Zfp445,880,1734,4842,6978,1882,2865,1576,1249,10152,7711
ENSMUSG00000097322.7|A530083I20Rik,18,6,25,49,0,31,0,0,44,51
ENSMUSG00000063488.5|Zkscan7,48,59,55,200,51,66,30,24,433,268
ENSMUSG00000057895.11|Zfp105,772,989,1193,1643,1398,1336,876,894,2421,1852
ENSMUSG00000032551.6|1110059G10Rik,376,412,554,924,444,497,400,514,1188,911
ENSMUSG00000036768.5|Kif15,3340,3835,5267,7314,7726,7643,4022,3265,9003,7199
ENSMUSG00000066233.5|Tmem42,176,170,113,150,188,153,231,154,223,173
ENSMUSG00000025787.5|Tgm4,14,0,0,16,0,5,0,0,19,11
ENSMUSG00000025786.15|Zdhhc3,4710,5033,5317,8068,4955,5246,4570,5252,10431,8343
ENSMUSG00000025785.4|Exosc7,2874,2740,1290,1973,2919,3220,2986,2818,2601,2182
ENSMUSG00000025784.4|Clec3b,19,0,0,0,4,0,14,16,3,4
ENSMUSG00000035498.9|Cdcp1,657,780,9,14,189,163,628,780,18,0
ENSMUSG00000054871.4|Tmem158,421,246,153,278,731,610,507,512,288,420
ENSMUSG00000058492.4|Scp2-ps2,98,87,114,130,124,183,109,130,69,181
ENSMUSG00000035202.7|Lars2,23267,8825,2089,3195,12232,4792,5493,5388,4100,3277
ENSMUSG00000025239.2|Limd1,1665,1931,3944,6179,1458,1374,2039,2566,8434,6305
ENSMUSG00000025240.8|Sacm1l,2052,2290,3101,4478,2782,2954,2346,2794,6593,5027
ENSMUSG00000025243.14|Slc6a20b,8,0,42,34,3,6,7,0,45,43
ENSMUSG00000091172.1|Gm17120,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036814.12|Slc6a20a,23,12,9,6,20,24,91,26,0,7
ENSMUSG00000029530.15|Ccr9,0,2,10,4,16,0,0,12,11,9
ENSMUSG00000025245.13|Lztfl1,639,729,1411,1878,421,532,688,578,2658,2103
ENSMUSG00000091149.1|Gm17020,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091661.1|Gm17021,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025241.15|Fyco1,948,1518,763,902,1391,1535,1594,1791,1740,1208
ENSMUSG00000090608.1|Gm17200,18,2,11,4,2,10,9,0,48,16
ENSMUSG00000058922.7|Gm10052,7776,7447,2715,4186,6079,6017,6607,7156,4920,4386
ENSMUSG00000048521.7|Cxcr6,9,0,13,14,0,0,4,11,33,24
ENSMUSG00000060509.4|Xcr1,33,8,7,8,15,15,6,12,15,22
ENSMUSG00000064039.3|Ccr1l1,4,0,0,0,0,0,0,0,0,2
ENSMUSG00000074829.10|2010315B03Rik,56,61,32,123,67,138,72,17,157,109
ENSMUSG00000079741.4|Nlrp4g,24,64,13,27,27,31,60,41,44,13
ENSMUSG00000093803.2|Ppp2r3d,2061,1915,678,967,2506,2277,2806,1879,1537,1056
ENSMUSG00000064336.1|mt-Tf,14,6,0,3,2,1,4,2,2,5
ENSMUSG00000064337.1|mt-Rnr1,16448,6776,267,417,15978,9694,3775,4120,676,776
ENSMUSG00000064338.1|mt-Tv,11,15,3,5,2,8,5,4,11,26
ENSMUSG00000064339.1|mt-Rnr2,50194,31184,787,1132,60330,37204,47291,49315,1466,1417
ENSMUSG00000064340.1|mt-Tl1,1602,2069,931,1079,837,1089,1947,2080,2029,1253
ENSMUSG00000064341.1|mt-Nd1,195961,140155,167667,224382,116707,126514,139951,158421,368025,240826
ENSMUSG00000064342.1|mt-Ti,55,34,91,104,10,12,18,6,145,146
ENSMUSG00000064343.1|mt-Tq,46,29,210,278,4,6,14,6,334,294
ENSMUSG00000064344.1|mt-Tm,61,44,351,454,10,15,20,14,558,486
ENSMUSG00000064345.1|mt-Nd2,86690,66158,101413,141716,65296,74602,74724,83351,236179,148367
ENSMUSG00000064346.1|mt-Tw,166,144,116,115,47,70,84,76,165,141
ENSMUSG00000064347.1|mt-Ta,293,178,570,601,139,151,162,135,931,701
ENSMUSG00000064348.1|mt-Tn,364,213,877,995,230,229,266,207,1642,1177
ENSMUSG00000064349.1|mt-Tc,323,222,838,1057,226,234,254,202,1782,1214
ENSMUSG00000064350.1|mt-Ty,230,176,564,734,145,176,155,130,1216,835
ENSMUSG00000064351.1|mt-Co1,588481,460559,329951,431352,528400,675745,466072,509539,911284,517244
ENSMUSG00000064352.1|mt-Ts1,3330,1750,548,621,2704,2644,2983,2809,1249,769
ENSMUSG00000064353.1|mt-Td,10,2,10,15,4,2,9,6,30,23
ENSMUSG00000064354.1|mt-Co2,131931,91605,67823,90785,110604,129859,105596,113974,176369,99910
ENSMUSG00000064355.1|mt-Tk,94,55,26,33,31,55,52,60,54,33
ENSMUSG00000064356.3|mt-Atp8,15779,13038,38280,51184,13053,14826,12022,13537,82524,51833
ENSMUSG00000064357.1|mt-Atp6,108094,81008,69678,89383,83954,90868,78149,85742,146828,95423
ENSMUSG00000064358.1|mt-Co3,80775,65268,91641,128998,91869,107613,71495,78714,214171,148980
ENSMUSG00000064359.1|mt-Tg,15,10,6,7,6,7,8,4,14,7
ENSMUSG00000064360.1|mt-Nd3,4086,2773,8760,11632,2246,2444,4414,4953,17599,12225
ENSMUSG00000064361.1|mt-Tr,13,9,10,11,0,6,6,1,28,17
ENSMUSG00000065947.3|mt-Nd4l,9768,8419,12131,15113,9334,11649,10383,10706,28090,16616
ENSMUSG00000064363.1|mt-Nd4,112609,74187,102385,141729,92696,112692,81966,94469,270350,158642
ENSMUSG00000064364.1|mt-Th,480,342,97,154,129,261,189,21,270,128
ENSMUSG00000064365.1|mt-Ts2,447,348,99,159,127,257,172,19,288,137
ENSMUSG00000064366.1|mt-Tl2,643,486,176,250,165,315,225,22,480,233
ENSMUSG00000064367.1|mt-Nd5,105882,70321,130864,178714,128887,148671,97001,101805,342130,211185
ENSMUSG00000064368.1|mt-Nd6,34934,20079,24887,33323,36461,41800,27670,30483,64963,39636
ENSMUSG00000064369.1|mt-Te,1820,1013,1533,1421,1754,1901,1860,2014,2982,1953
ENSMUSG00000064370.1|mt-Cytb,177484,117165,107700,139178,132146,151706,155738,169527,266507,158025
ENSMUSG00000064371.1|mt-Tt,59,44,64,79,33,11,65,72,145,98
ENSMUSG00000064372.1|mt-Tp,221,134,171,200,128,105,137,133,289,219
ENSMUSG00000083918.1|Gm14352,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081589.1|Gm14353,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000094558.1|Gm14346,1,0,0,0,3,2,0,0,0,1
ENSMUSG00000094876.1|Gm14345,1,0,0,0,0,1,0,0,0,0
ENSMUSG00000095716.1|Gm14351,1,0,0,0,4,3,0,0,0,1
ENSMUSG00000078218.2|Gm3706,1,0,0,0,1,1,0,0,0,0
ENSMUSG00000094307.1|Gm14347,1,0,1,0,3,2,0,0,0,0
ENSMUSG00000094358.1|Gm14370,2,0,0,0,14,2,0,0,0,0
ENSMUSG00000082270.1|Gm14375,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000095814.1|Gm14374,0,0,1,0,1,1,0,0,4,1
ENSMUSG00000081232.3|Gm14373,5,32,122,113,30,26,19,22,140,114
ENSMUSG00000097342.1|Gm26618,0,0,0,6,0,0,0,7,0,3
ENSMUSG00000099018.1|Gm27360,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000073295.4|Nudt11,574,644,1125,1633,294,307,846,717,2406,1770
ENSMUSG00000082109.1|Rpl19-ps12,4,3,6,3,5,0,2,2,2,0
ENSMUSG00000073294.4|AU022751,588,650,8,15,680,718,413,427,17,5
ENSMUSG00000073293.4|Nudt10,286,190,261,445,117,137,215,313,573,403
ENSMUSG00000068270.15|Shroom4,807,847,2413,3894,449,432,659,926,5106,3957
ENSMUSG00000062393.13|Dgkk,138,117,204,572,18,11,181,263,863,1003
ENSMUSG00000051592.14|Ccnb3,8,37,0,4,2,14,14,0,0,4
ENSMUSG00000004317.14|Clcn5,2885,3210,5345,8933,1827,1935,3759,4254,13145,9449
ENSMUSG00000089127.1|Gm26401,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000070108.2|Mir500,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000076251.1|Mir501,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000070100.1|Mir362,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000065398.1|Mir188,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000070139.1|Mir532,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000046269.16|Usp27x,422,280,341,749,469,649,519,494,1460,900
ENSMUSG00000087252.1|Gm14379,7,17,16,33,12,0,6,10,22,19
ENSMUSG00000063018.6|2010204K13Rik,1662,1068,437,640,475,353,1180,1352,1200,855
ENSMUSG00000039556.16|Ppp1r3f,128,145,125,159,371,355,291,254,234,311
ENSMUSG00000039545.15|Ppp1r3fos,44,44,80,98,99,78,36,77,190,114
ENSMUSG00000039521.12|Foxp3,12,22,27,53,8,7,18,14,95,57
ENSMUSG00000103436.1|Gm36995,539,321,19,119,345,520,448,73,213,101
ENSMUSG00000031143.4|Ccdc22,1846,1742,820,1175,1218,993,2632,2447,1368,1150
ENSMUSG00000031142.17|Cacna1f,0,3,0,8,6,19,0,10,7,19
ENSMUSG00000031144.15|Syp,102,78,119,165,25,46,189,221,223,152
ENSMUSG00000087644.1|Gm14703,0,0,0,0,0,6,0,5,8,18
ENSMUSG00000031145.15|Prickle3,183,306,42,101,329,368,328,231,116,154
ENSMUSG00000031146.6|Plp2,12691,11871,8257,15111,9549,9306,12622,13397,20537,15841
ENSMUSG00000031147.8|Magix,34,0,129,180,5,16,0,0,53,39
ENSMUSG00000031148.14|Gpkow,1352,1578,1283,2120,1736,1575,1399,1250,2409,1696
ENSMUSG00000039382.12|Wdr45,2283,1498,466,676,1123,1024,1877,1441,1264,766
ENSMUSG00000109493.1|RP23-109E24.10,0,34,43,20,0,19,0,0,23,39
ENSMUSG00000031149.7|Praf2,1322,1271,753,1317,2233,1687,1564,1695,1399,1195
ENSMUSG00000031150.12|Ccdc120,2323,2480,709,1039,1811,1873,3047,2950,1633,850
ENSMUSG00000000134.17|Tfe3,6882,6378,10233,16108,4861,4696,6803,7060,23890,17048
ENSMUSG00000031153.16|Gripap1,1043,1344,690,1119,982,1055,1642,1042,1830,1326
ENSMUSG00000080645.1|Mir1198,2,2,5,0,0,0,2,0,1,4
ENSMUSG00000009731.4|Kcnd1,471,379,527,662,511,476,496,344,980,710
ENSMUSG00000031154.15|Otud5,6820,6307,6797,10374,6967,6792,6937,6566,15307,12091
ENSMUSG00000031156.18|Slc35a2,783,792,1207,1778,730,886,783,889,2684,2242
ENSMUSG00000031157.10|Pqbp1,2900,2447,1365,2060,2277,1914,2847,2941,2151,2149
ENSMUSG00000031158.11|Timm17b,2254,2185,1441,2140,3606,3226,2268,2577,2600,2398
ENSMUSG00000073291.3|Gm10491,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031155.14|Pim2,4568,4305,33451,52013,558,538,2554,3137,50233,60456
ENSMUSG00000039278.10|Pcsk1n,508,351,527,935,759,923,635,668,441,559
ENSMUSG00000031160.4|Eras,877,627,705,1092,604,657,728,693,625,606
ENSMUSG00000031161.15|Hdac6,5347,5749,5160,8839,7313,7305,6313,5485,9028,8458
ENSMUSG00000031162.14|Gata1,52,10,0,3,27,34,13,56,9,14
ENSMUSG00000031163.2|Glod5,9,52,5,0,70,56,23,18,19,6
ENSMUSG00000083518.1|Gm9429,16,26,0,0,6,7,14,3,4,0
ENSMUSG00000080877.1|Rpl22-ps1,62,80,14,27,32,39,38,55,66,41
ENSMUSG00000087193.7|Gm14820,629,744,25,41,564,764,548,558,51,45
ENSMUSG00000068243.6|Gm7079,19,9,6,5,12,4,21,16,3,6
ENSMUSG00000039231.18|Suv39h1,2541,2287,3137,4731,1616,1569,2858,2426,6848,4768
ENSMUSG00000088211.1|Gm22083,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086404.1|Gm6787,0,0,0,23,0,0,4,0,0,0
ENSMUSG00000031166.13|Wdr13,693,991,844,1288,781,1119,1082,906,1818,1397
ENSMUSG00000031167.16|Rbm3,25211,20735,13420,19772,19011,16979,16564,17406,29861,20431
ENSMUSG00000055188.12|Rbm3os,74,45,56,69,70,34,22,37,112,105
ENSMUSG00000031165.6|Was,66,79,0,0,267,236,119,99,0,0
ENSMUSG00000081042.1|Psmb7-ps2,8,6,2,3,10,0,4,3,23,13
ENSMUSG00000039201.9|Tbc1d25,1753,2015,567,837,1057,1055,1920,2230,911,920
ENSMUSG00000031168.14|Ebp,2097,2320,619,1040,1951,1677,2586,2879,1233,1282
ENSMUSG00000031169.13|Porcn,3885,3386,229,514,3269,3180,4514,3124,390,605
ENSMUSG00000031171.11|Ftsj1,1093,1193,965,1352,1362,1425,1679,1763,1637,1405
ENSMUSG00000031170.14|Slc38a5,4,15,47,97,118,80,49,36,118,84
ENSMUSG00000082496.3|Gm6798,14,4,3,0,10,6,9,12,0,0
ENSMUSG00000082458.1|Gm9430,6,2,4,0,0,0,2,0,3,4
ENSMUSG00000052364.4|B630019K06Rik,34,6,16,3,43,16,32,38,62,14
ENSMUSG00000080051.2|Gm14510,8,0,0,0,8,4,10,0,0,0
ENSMUSG00000078208.1|Fthl17b,33,33,0,0,92,62,38,34,0,0
ENSMUSG00000087584.1|Gm14457,0,4,0,0,0,0,0,0,0,0
ENSMUSG00000082222.1|Gm14865,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086518.1|Gm14503,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080050.2|Gm14864,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000080952.1|Gm5379,0,4,0,0,0,0,0,0,0,0
ENSMUSG00000081959.1|Gm16480,0,3,0,0,0,0,0,0,0,0
ENSMUSG00000060685.4|Fthl17c,93,57,0,0,136,148,56,76,0,2
ENSMUSG00000078206.1|Fthl17d,69,65,0,0,91,70,48,25,0,0
ENSMUSG00000083468.1|Gm9431,9,7,14,13,11,5,17,11,22,15
ENSMUSG00000071815.6|Fthl17e,15,13,0,0,24,12,11,2,0,0
ENSMUSG00000083714.3|Fthl17-ps1,29,28,0,0,54,43,14,24,0,1
ENSMUSG00000072249.3|Fthl17f,87,90,0,0,116,80,41,22,0,0
ENSMUSG00000083123.1|Fthl17-ps2,49,11,0,0,46,51,3,3,0,0
ENSMUSG00000079694.2|Gm14862,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047344.9|Lancl3,7,35,23,64,0,0,44,19,69,41
ENSMUSG00000100200.1|1700012L04Rik,0,2,1,0,0,0,0,0,3,8
ENSMUSG00000015342.6|Xk,627,621,933,1291,426,412,452,473,1654,1319
ENSMUSG00000065155.1|Gm25481,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000083670.1|Gm6829,8,19,8,5,16,10,3,20,32,14
ENSMUSG00000015340.10|Cybb,12,20,0,0,28,27,7,12,0,0
ENSMUSG00000031176.8|Dynlt3,648,683,1387,1987,881,932,480,529,3158,2361
ENSMUSG00000040456.2|Hypm,8,0,0,0,0,0,0,0,0,0
ENSMUSG00000054453.11|Sytl5,0,12,4,14,0,6,7,0,18,9
ENSMUSG00000090084.7|Srpx,0,5,0,0,4,0,6,4,4,12
